ano;estado;uf;partido;part;id;ideol;estruturacao;candleg;candexec;coligacao;votos/leg;votos/exec;eleitorado;pib;pib_cat;idh;idh_cat
2014.00;MT;53.00;PRB;19.00;PRB2014MT;2.00;0.00;0.21;0.00;1.00;13348.00;0.00;2189703.00;101235.00;4.00;0.73;3.00
2014.00;MT;53.00;PROS;21.00;PROS2014MT;2.00;0.00;0.63;0.00;1.00;31610.00;0.00;2189703.00;101235.00;4.00;0.73;3.00
2014.00;MT;53.00;PRP;22.00;PRP2014MT;2.00;0.00;0.25;0.00;1.00;5917.00;0.00;2189703.00;101235.00;4.00;0.73;3.00
2014.00;MT;53.00;PRTB;23.00;PRTB2014MT;2.00;0.00;0.29;0.00;1.00;10236.00;0.00;2189703.00;101235.00;4.00;0.73;3.00
2014.00;MT;53.00;PSB;24.00;PSB2014MT;1.00;0.00;0.92;0.00;1.00;130535.00;0.00;2189703.00;101235.00;4.00;0.73;3.00
2014.00;MT;53.00;PSC;25.00;PSC2014MT;2.00;0.00;0.50;0.00;1.00;15530.00;0.00;2189703.00;101235.00;4.00;0.73;3.00
2014.00;MT;53.00;PSD;26.00;PSD2014MT;2.00;1.00;1.13;1.00;0.00;237812.00;144440.00;2189703.00;101235.00;4.00;0.73;3.00
2014.00;MT;53.00;PSDB;27.00;PSDB2014MT;0.00;1.00;0.63;0.00;1.00;122018.00;0.00;2189703.00;101235.00;4.00;0.73;3.00
2014.00;MT;53.00;PSDC;28.00;PSDC2014MT;2.00;0.00;0.08;0.00;1.00;15310.00;0.00;2189703.00;101235.00;4.00;0.73;3.00
2014.00;MT;53.00;PSL;29.00;PSL2014MT;2.00;0.00;0.38;0.00;1.00;5067.00;0.00;2189703.00;101235.00;4.00;0.73;3.00
2014.00;MT;53.00;PSOL;30.00;PSOL2014MT;1.00;1.00;0.50;1.00;0.00;5543.00;5570.00;2189703.00;101235.00;4.00;0.73;3.00
2014.00;MT;53.00;PT;33.00;PT2014MT;1.00;1.00;0.50;1.00;1.00;101717.00;472507.00;2189703.00;101235.00;4.00;0.73;3.00
2014.00;MT;53.00;PTdoB;34.00;PTdoB2014MT;2.00;0.00;0.08;0.00;0.00;1020.00;0.00;2189703.00;101235.00;4.00;0.73;3.00
2014.00;MT;53.00;PTB;35.00;PTB2014MT;2.00;0.00;1.00;0.00;1.00;39359.00;0.00;2189703.00;101235.00;4.00;0.73;3.00
2014.00;MT;53.00;PTC;36.00;PTC2014MT;2.00;0.00;0.21;0.00;1.00;6525.00;0.00;2189703.00;101235.00;4.00;0.73;3.00
2014.00;MT;53.00;PTN;37.00;PTN2014MT;2.00;0.00;0.25;0.00;1.00;1098.00;0.00;2189703.00;101235.00;4.00;0.73;3.00
2014.00;MT;53.00;PV;38.00;PV2014MT;1.00;0.00;0.50;0.00;1.00;60809.00;0.00;2189703.00;101235.00;4.00;0.73;3.00
2014.00;MT;53.00;SD;39.00;SD2014MT;2.00;1.00;0.58;0.00;1.00;44056.00;0.00;2189703.00;101235.00;4.00;0.73;3.00
2014.00;PA;54.00;DEM;1.00;DEM2014PA;2.00;0.00;0.63;0.00;0.00;177206.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PCdoB;3.00;PCdoB2014PA;1.00;1.00;1.51;0.00;0.00;94244.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PDT;6.00;PDT2014PA;1.00;1.00;0.98;0.00;1.00;152594.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PEN;7.00;PEN2014PA;2.00;0.00;0.59;0.00;1.00;55669.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PHS;10.00;PHS2014PA;1.00;0.00;0.51;0.00;1.00;67629.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PMDB;12.00;PMDB2014PA;0.00;1.00;0.80;1.00;1.00;546048.00;1795992.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PMN;13.00;PMN2014PA;1.00;1.00;0.12;0.00;1.00;43256.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PP;14.00;PP2014PA;2.00;0.00;0.15;0.00;1.00;56558.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PPL;16.00;PPL2014PA;1.00;1.00;0.15;0.00;1.00;39456.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PPS;17.00;PPS2014PA;1.00;1.00;0.88;0.00;1.00;117754.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PR;18.00;PR2014PA;2.00;0.00;1.07;0.00;1.00;182256.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PRB;19.00;PRB2014PA;2.00;1.00;0.59;0.00;1.00;88669.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PROS;21.00;PROS2014PA;2.00;0.00;0.41;0.00;1.00;112723.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PRP;22.00;PRP2014PA;2.00;0.00;0.12;0.00;1.00;31204.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PRTB;23.00;PRTB2014PA;2.00;0.00;0.02;1.00;0.00;936.00;14712.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PSB;24.00;PSB2014PA;1.00;0.00;0.66;0.00;1.00;194327.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PSC;25.00;PSC2014PA;2.00;0.00;1.24;0.00;1.00;164609.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PSD;26.00;PSD2014PA;2.00;0.00;0.32;0.00;1.00;288422.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PSDB;27.00;PSDB2014PA;0.00;1.00;0.68;1.00;1.00;531064.00;1745442.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PSDC;28.00;PSDC2014PA;2.00;0.00;0.05;0.00;1.00;9024.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PSL;29.00;PSL2014PA;2.00;0.00;0.49;0.00;1.00;11521.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PSOL;30.00;PSOL2014PA;1.00;1.00;0.66;1.00;0.00;81815.00;63078.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PSTU;32.00;PSTU2014PA;1.00;1.00;0.02;0.00;0.00;5704.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PT;33.00;PT2014PA;1.00;1.00;0.95;0.00;1.00;379312.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PTdoB;34.00;PTdoB2014PA;2.00;0.00;0.22;0.00;1.00;27274.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PTB;35.00;PTB2014PA;2.00;0.00;0.17;0.00;1.00;121256.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PTC;36.00;PTC2014PA;2.00;0.00;0.39;0.00;1.00;30153.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PTN;37.00;PTN2014PA;2.00;0.00;0.15;0.00;0.00;1664.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;PV;38.00;PV2014PA;1.00;0.00;0.46;1.00;1.00;24737.00;44247.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PA;54.00;SD;39.00;SD2014PA;2.00;0.00;0.22;0.00;0.00;117129.00;0.00;5188450.00;348084.00;5.00;0.65;2.00
2014.00;PB;55.00;DEM;1.00;DEM2014PB;2.00;1.00;0.25;0.00;1.00;97764.00;0.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PCdoB;3.00;PCdoB2014PB;1.00;1.00;0.39;0.00;1.00;62531.00;0.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PCO;5.00;PCO2014PB;1.00;0.00;0.03;0.00;0.00;1977.00;0.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PDT;6.00;PDT2014PB;1.00;1.00;0.06;0.00;1.00;32178.00;0.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PEN;7.00;PEN2014PB;2.00;0.00;0.25;0.00;1.00;216426.00;0.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PHS;10.00;PHS2014PB;1.00;0.00;0.17;0.00;1.00;3300.00;0.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PMDB;12.00;PMDB2014PB;0.00;1.00;0.28;1.00;0.00;200739.00;106162.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PMN;13.00;PMN2014PB;1.00;1.00;0.44;0.00;1.00;16847.00;0.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PP;14.00;PP2014PB;2.00;1.00;0.33;0.00;1.00;107171.00;0.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PPL;16.00;PPL2014PB;1.00;0.00;0.19;0.00;1.00;6116.00;0.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PPS;17.00;PPS2014PB;1.00;1.00;0.22;0.00;1.00;39400.00;0.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PR;18.00;PR2014PB;2.00;0.00;0.11;0.00;1.00;39131.00;0.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PRB;19.00;PRB2014PB;2.00;0.00;0.36;0.00;1.00;44700.00;0.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PROS;21.00;PROS2014PB;2.00;0.00;0.50;1.00;0.00;25807.00;14910.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PRP;22.00;PRP2014PB;2.00;0.00;0.17;0.00;1.00;5594.00;0.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PRTB;23.00;PRTB2014PB;2.00;0.00;0.14;0.00;1.00;22124.00;0.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PSB;24.00;PSB2014PB;1.00;1.00;0.56;1.00;1.00;210565.00;937009.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PSC;25.00;PSC2014PB;2.00;0.00;0.39;0.00;1.00;130840.00;0.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PSD;26.00;PSD2014PB;2.00;1.00;0.36;0.00;1.00;119092.00;0.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PSDB;27.00;PSDB2014PB;0.00;1.00;0.67;1.00;1.00;242151.00;965397.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PSDC;28.00;PSDC2014PB;2.00;0.00;0.11;0.00;1.00;9572.00;0.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PSL;29.00;PSL2014PB;2.00;0.00;0.33;0.00;1.00;83430.00;0.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PSOL;30.00;PSOL2014PB;1.00;1.00;0.42;1.00;0.00;17082.00;8849.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PSTU;32.00;PSTU2014PB;1.00;1.00;0.03;1.00;0.00;826.00;2570.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PT;33.00;PT2014PB;1.00;1.00;0.33;0.00;0.00;111510.00;0.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PTdoB;34.00;PTdoB2014PB;2.00;0.00;0.72;0.00;1.00;38964.00;0.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PTB;35.00;PTB2014PB;2.00;1.00;0.22;0.00;1.00;47423.00;0.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PTC;36.00;PTC2014PB;2.00;0.00;0.14;0.00;0.00;2379.00;0.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PTN;37.00;PTN2014PB;2.00;0.00;0.22;0.00;1.00;61135.00;0.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PB;55.00;PV;38.00;PV2014PB;1.00;0.00;0.17;0.00;1.00;10441.00;0.00;2835882.00;52936.00;3.00;0.66;2.00
2014.00;PE;56.00;DEM;1.00;DEM2014PE;2.00;1.00;0.08;0.00;1.00;94659.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PCdoB;3.00;PCdoB2014PE;1.00;1.00;0.04;0.00;1.00;34790.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PCB;4.00;PCB2014PE;1.00;0.00;0.06;1.00;0.00;3263.00;2892.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PCO;5.00;PCO2014PE;1.00;0.00;0.00;1.00;0.00;236538.00;1644.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PDT;6.00;PDT2014PE;1.00;0.00;0.16;0.00;1.00;1184.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PHS;10.00;PHS2014PE;1.00;0.00;0.84;0.00;1.00;102029.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PMDB;12.00;PMDB2014PE;0.00;1.00;0.14;0.00;1.00;235803.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PMN;13.00;PMN2014PE;1.00;1.00;0.47;0.00;1.00;41641.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PP;14.00;PP2014PE;2.00;0.00;0.55;0.00;1.00;398803.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PPL;16.00;PPL2014PE;1.00;1.00;0.06;0.00;1.00;3645.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PPS;17.00;PPS2014PE;1.00;1.00;0.41;0.00;1.00;54940.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PR;18.00;PR2014PE;2.00;0.00;0.10;0.00;1.00;171113.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PRB;19.00;PRB2014PE;2.00;0.00;0.20;0.00;1.00;59522.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PROS;21.00;PROS2014PE;2.00;0.00;0.10;0.00;1.00;53985.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PRP;22.00;PRP2014PE;2.00;1.00;0.51;0.00;1.00;139285.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PRTB;23.00;PRTB2014PE;2.00;0.00;0.24;0.00;1.00;19718.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PSB;24.00;PSB2014PE;1.00;1.00;0.80;1.00;1.00;1360591.00;3009087.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PSC;25.00;PSC2014PE;2.00;0.00;0.16;0.00;1.00;12089.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PSD;26.00;PSD2014PE;2.00;1.00;0.12;0.00;1.00;146572.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PSDB;27.00;PSDB2014PE;0.00;1.00;0.27;0.00;1.00;234108.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PSDC;28.00;PSDC2014PE;2.00;0.00;0.31;0.00;1.00;17004.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PSL;29.00;PSL2014PE;2.00;1.00;0.55;0.00;1.00;74870.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PSOL;30.00;PSOL2014PE;1.00;1.00;0.80;1.00;1.00;59416.00;27895.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PSTU;32.00;PSTU2014PE;1.00;1.00;0.06;1.00;0.00;7841.00;5281.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PT;33.00;PT2014PE;1.00;1.00;0.33;0.00;1.00;370758.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PTdoB;34.00;PTdoB2014PE;2.00;1.00;0.10;0.00;1.00;2301.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PTB;35.00;PTB2014PE;2.00;1.00;0.90;1.00;1.00;437362.00;1373237.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PTC;36.00;PTC2014PE;2.00;0.00;0.04;0.00;1.00;56517.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PTN;37.00;PTN2014PE;2.00;0.00;0.37;0.00;1.00;51395.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;PV;38.00;PV2014PE;1.00;0.00;0.51;0.00;1.00;38581.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PE;56.00;SD;39.00;SD2014PE;2.00;0.00;0.43;0.00;1.00;82309.00;0.00;6354125.00;155143.00;4.00;0.67;2.00
2014.00;PI;57.00;DEM;1.00;DEM2014PI;2.00;0.00;0.10;0.00;1.00;5679.00;0.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PCdoB;3.00;PCdoB2014PI;1.00;1.00;0.03;0.00;1.00;6630.00;0.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PCB;4.00;PCB2014PI;1.00;0.00;0.07;1.00;1.00;1374.00;2180.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PCO;5.00;PCO2014PI;1.00;0.00;0.07;0.00;0.00;293.00;0.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PDT;6.00;PDT2014PI;1.00;0.00;0.17;0.00;1.00;96912.00;0.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PEN;7.00;PEN2014PI;2.00;0.00;0.30;0.00;1.00;7411.00;0.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PHS;10.00;PHS2014PI;1.00;0.00;0.17;0.00;1.00;14354.00;0.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PMDB;12.00;PMDB2014PI;0.00;1.00;0.43;1.00;1.00;282460.00;555201.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PMN;13.00;PMN2014PI;1.00;1.00;0.07;0.00;1.00;1423.00;0.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PP;14.00;PP2014PI;2.00;1.00;0.20;0.00;1.00;51887.00;0.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PPL;16.00;PPL2014PI;1.00;0.00;0.07;1.00;0.00;2012.00;4217.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PPS;17.00;PPS2014PI;1.00;1.00;0.20;0.00;1.00;12794.00;0.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PR;18.00;PR2014PI;2.00;0.00;0.07;0.00;1.00;26600.00;0.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PRB;19.00;PRB2014PI;2.00;0.00;0.10;0.00;1.00;32001.00;0.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PROS;21.00;PROS2014PI;2.00;;0.07;0.00;1.00;35232.00;0.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PRP;22.00;PRP2014PI;2.00;0.00;0.50;0.00;1.00;20571.00;0.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PSB;24.00;PSB2014PI;1.00;1.00;0.60;0.00;1.00;318722.00;0.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PSC;25.00;PSC2014PI;2.00;0.00;0.33;1.00;0.00;2076.00;25877.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PSD;26.00;PSD2014PI;2.00;1.00;0.30;0.00;1.00;146544.00;0.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PSDB;27.00;PSDB2014PI;0.00;1.00;0.23;0.00;1.00;124632.00;0.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PSDC;28.00;PSDC2014PI;2.00;0.00;0.10;0.00;1.00;11512.00;0.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PSL;29.00;PSL2014PI;2.00;0.00;0.20;0.00;1.00;2122.00;0.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PSOL;30.00;PSOL2014PI;1.00;1.00;0.13;1.00;1.00;2470.00;22480.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PSTU;32.00;PSTU2014PI;1.00;1.00;0.10;1.00;0.00;2437.00;6452.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PT;33.00;PT2014PI;1.00;1.00;0.63;1.00;1.00;218704.00;1053342.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PTdoB;34.00;PTdoB2014PI;2.00;0.00;0.30;0.00;1.00;25697.00;0.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PTB;35.00;PTB2014PI;2.00;0.00;0.40;0.00;1.00;217873.00;0.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PTC;36.00;PTC2014PI;2.00;1.00;0.70;0.00;1.00;60488.00;0.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PTN;37.00;PTN2014PI;2.00;0.00;0.03;0.00;1.00;2551.00;0.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;PV;38.00;PV2014PI;1.00;0.00;0.53;0.00;1.00;37773.00;0.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PI;57.00;SD;39.00;SD2014PI;2.00;0.00;0.07;0.00;1.00;2439.00;0.00;2345694.00;37723.00;3.00;0.65;2.00
2014.00;PR;58.00;DEM;1.00;DEM2014PR;2.00;1.00;0.19;0.00;1.00;278134.00;0.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PCdoB;3.00;PCdoB2014PR;1.00;1.00;0.17;0.00;1.00;14906.00;0.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PCB;4.00;PCB2014PR;1.00;0.00;0.04;0.00;0.00;6518.00;0.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PDT;6.00;PDT2014PR;1.00;0.00;0.41;0.00;1.00;277662.00;0.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PEN;7.00;PEN2014PR;2.00;0.00;0.41;0.00;1.00;17291.00;0.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PHS;10.00;PHS2014PR;1.00;0.00;0.11;0.00;1.00;37704.00;0.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PMDB;12.00;PMDB2014PR;0.00;1.00;0.70;1.00;0.00;771253.00;1634316.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PMN;13.00;PMN2014PR;1.00;1.00;0.30;0.00;1.00;89981.00;0.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PP;14.00;PP2014PR;2.00;0.00;0.48;0.00;1.00;261478.00;0.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PPL;16.00;PPL2014PR;1.00;0.00;0.20;0.00;1.00;34743.00;0.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PPS;17.00;PPS2014PR;1.00;1.00;0.83;0.00;0.00;199755.00;0.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PR;18.00;PR2014PR;2.00;0.00;0.20;0.00;1.00;95152.00;0.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PRB;19.00;PRB2014PR;2.00;0.00;0.09;0.00;1.00;66906.00;0.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PROS;21.00;PROS2014PR;2.00;0.00;0.04;0.00;1.00;22518.00;0.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PRP;22.00;PRP2014PR;2.00;1.00;0.28;1.00;0.00;19608.00;50446.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PRTB;23.00;PRTB2014PR;2.00;0.00;0.02;1.00;0.00;2579.00;7303.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PSB;24.00;PSB2014PR;1.00;0.00;0.31;0.00;0.00;259013.00;0.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PSC;25.00;PSC2014PR;2.00;0.00;1.33;0.00;1.00;1056244.00;0.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PSD;26.00;PSD2014PR;2.00;1.00;0.61;0.00;0.00;360165.00;0.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PSDB;27.00;PSDB2014PR;0.00;1.00;0.57;1.00;1.00;654050.00;3301322.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PSDC;28.00;PSDC2014PR;2.00;0.00;0.76;0.00;1.00;70422.00;0.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PSL;29.00;PSL2014PR;2.00;0.00;0.85;0.00;0.00;137659.00;0.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PSOL;30.00;PSOL2014PR;1.00;1.00;0.39;1.00;0.00;32171.00;35327.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PSTU;32.00;PSTU2014PR;1.00;1.00;0.09;1.00;0.00;4526.00;5726.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PT;33.00;PT2014PR;1.00;1.00;0.54;1.00;1.00;488138.00;881857.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PTdoB;34.00;PTdoB2014PR;2.00;0.00;0.19;0.00;1.00;3186.00;0.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PTB;35.00;PTB2014PR;2.00;0.00;0.48;0.00;0.00;154165.00;0.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PTC;36.00;PTC2014PR;2.00;0.00;0.30;1.00;0.00;9286.00;13700.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PTN;37.00;PTN2014PR;2.00;0.00;0.69;0.00;0.00;44065.00;0.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;PV;38.00;PV2014PR;1.00;0.00;1.19;0.00;1.00;182519.00;0.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;PR;58.00;SD;39.00;SD2014PR;2.00;0.00;0.52;0.00;0.00;132751.00;0.00;7865950.00;348084.00;5.00;0.75;3.00
2014.00;RJ;59.00;DEM;1.00;DEM2014RJ;2.00;1.00;0.74;0.00;1.00;43805.00;0.00;12141145.00;671077.00;5.00;0.76;3.00
